Opportunity ID,Market,Plan,Monthly Price,Annual Price,Target Customer,Expected ARPU,Gross Margin %,Estimated CAC,Monthly Churn %,Estimated LTV,LTV:CAC,Payback Months,Customers for $10k MRR,Customers for $50k MRR,Customers for $100k MRR,Confidence Level,Assumptions
SAAS-004,Europe,Starter,EUR300,EUR3240,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,EUR499 professional baseline; mixed ARPU UNKNOWN,75–88,USD800–3000,1.0–2.5,USD9880–11593 (24-month capped GP proxy),3.3–14.5,1.7–7.3,19,92,183,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-004,Europe,Professional,EUR499,EUR5389,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,EUR499 professional baseline; mixed ARPU UNKNOWN,75–88,USD800–3000,1.0–2.5,USD9880–11593 (24-month capped GP proxy),3.3–14.5,1.7–7.3,19,92,183,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-004,Europe,Business,EUR1000,EUR10800,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,EUR499 professional baseline; mixed ARPU UNKNOWN,75–88,USD800–3000,1.0–2.5,USD9880–11593 (24-month capped GP proxy),3.3–14.5,1.7–7.3,19,92,183,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-004,Europe,Enterprise,EUR2000,EUR21600,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,EUR499 professional baseline; mixed ARPU UNKNOWN,75–88,USD800–3000,1.0–2.5,USD9880–11593 (24-month capped GP proxy),3.3–14.5,1.7–7.3,19,92,183,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-004,Europe,High-ticket / custom,EUR2990,EUR32292,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,EUR499 professional baseline; mixed ARPU UNKNOWN,75–88,USD800–3000,1.0–2.5,USD9880–11593 (24-month capped GP proxy),3.3–14.5,1.7–7.3,19,92,183,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-004,USA / International,Free strategy,No ongoing free plan / sandbox only,N/A,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,USD599 professional baseline; mixed ARPU UNKNOWN,75–88,USD800–3000,1.0–2.5,USD10782–12651 (24-month capped GP proxy),3.6–15.8,1.5–6.7,17,84,167,LOW — all economics modeled,"ASSUMPTION: No permanent free production plan; redacted-data audit; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-004,USA / International,Trial strategy,No ongoing free plan / sandbox only,N/A,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,USD599 professional baseline; mixed ARPU UNKNOWN,75–88,USD800–3000,1.0–2.5,USD10782–12651 (24-month capped GP proxy),3.6–15.8,1.5–6.7,17,84,167,LOW — all economics modeled,"ASSUMPTION: 14-day sandbox;30-day paid concierge pilot at Pro; no fake free delivery; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-004,USA / International,Starter,USD360,USD3888,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,USD599 professional baseline; mixed ARPU UNKNOWN,75–88,USD800–3000,1.0–2.5,USD10782–12651 (24-month capped GP proxy),3.6–15.8,1.5–6.7,17,84,167,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-004,USA / International,Professional,USD599,USD6469,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,USD599 professional baseline; mixed ARPU UNKNOWN,75–88,USD800–3000,1.0–2.5,USD10782–12651 (24-month capped GP proxy),3.6–15.8,1.5–6.7,17,84,167,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-004,USA / International,Business,USD1200,USD12960,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,USD599 professional baseline; mixed ARPU UNKNOWN,75–88,USD800–3000,1.0–2.5,USD10782–12651 (24-month capped GP proxy),3.6–15.8,1.5–6.7,17,84,167,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-004,USA / International,Enterprise,USD2400,USD25920,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,USD599 professional baseline; mixed ARPU UNKNOWN,75–88,USD800–3000,1.0–2.5,USD10782–12651 (24-month capped GP proxy),3.6–15.8,1.5–6.7,17,84,167,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-004,USA / International,High-ticket / custom,USD3590,USD38772,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,USD599 professional baseline; mixed ARPU UNKNOWN,75–88,USD800–3000,1.0–2.5,USD10782–12651 (24-month capped GP proxy),3.6–15.8,1.5–6.7,17,84,167,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,Morocco,Free strategy,No ongoing free plan / sandbox only,N/A,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,MAD4500 professional baseline; mixed ARPU UNKNOWN,65–85,USD250–900,1.0–3.0,USD7020–9180 (24-month capped GP proxy),7.8–36.7,0.7–3.1,23,112,223,LOW — all economics modeled,"ASSUMPTION: No permanent free production plan; redacted-data audit; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,Morocco,Trial strategy,No ongoing free plan / sandbox only,N/A,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,MAD4500 professional baseline; mixed ARPU UNKNOWN,65–85,USD250–900,1.0–3.0,USD7020–9180 (24-month capped GP proxy),7.8–36.7,0.7–3.1,23,112,223,LOW — all economics modeled,"ASSUMPTION: 14-day sandbox;30-day paid concierge pilot at Pro; no fake free delivery; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,Morocco,Starter,MAD2700,MAD29160,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,MAD4500 professional baseline; mixed ARPU UNKNOWN,65–85,USD250–900,1.0–3.0,USD7020–9180 (24-month capped GP proxy),7.8–36.7,0.7–3.1,23,112,223,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,Morocco,Professional,MAD4500,MAD48600,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,MAD4500 professional baseline; mixed ARPU UNKNOWN,65–85,USD250–900,1.0–3.0,USD7020–9180 (24-month capped GP proxy),7.8–36.7,0.7–3.1,23,112,223,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,Morocco,Business,MAD9000,MAD97200,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,MAD4500 professional baseline; mixed ARPU UNKNOWN,65–85,USD250–900,1.0–3.0,USD7020–9180 (24-month capped GP proxy),7.8–36.7,0.7–3.1,23,112,223,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,Morocco,Enterprise,MAD18000,MAD194400,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,MAD4500 professional baseline; mixed ARPU UNKNOWN,65–85,USD250–900,1.0–3.0,USD7020–9180 (24-month capped GP proxy),7.8–36.7,0.7–3.1,23,112,223,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,Morocco,High-ticket / custom,MAD27000,MAD291600,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,MAD4500 professional baseline; mixed ARPU UNKNOWN,65–85,USD250–900,1.0–3.0,USD7020–9180 (24-month capped GP proxy),7.8–36.7,0.7–3.1,23,112,223,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,Europe,Free strategy,No ongoing free plan / sandbox only,N/A,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,EUR599 professional baseline; mixed ARPU UNKNOWN,65–85,USD1000–4000,1.0–3.0,USD10279–13442 (24-month capped GP proxy),2.6–13.4,1.8–9.3,16,76,152,LOW — all economics modeled,"ASSUMPTION: No permanent free production plan; redacted-data audit; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,Europe,Trial strategy,No ongoing free plan / sandbox only,N/A,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,EUR599 professional baseline; mixed ARPU UNKNOWN,65–85,USD1000–4000,1.0–3.0,USD10279–13442 (24-month capped GP proxy),2.6–13.4,1.8–9.3,16,76,152,LOW — all economics modeled,"ASSUMPTION: 14-day sandbox;30-day paid concierge pilot at Pro; no fake free delivery; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,Europe,Starter,EUR360,EUR3888,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,EUR599 professional baseline; mixed ARPU UNKNOWN,65–85,USD1000–4000,1.0–3.0,USD10279–13442 (24-month capped GP proxy),2.6–13.4,1.8–9.3,16,76,152,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,Europe,Professional,EUR599,EUR6469,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,EUR599 professional baseline; mixed ARPU UNKNOWN,65–85,USD1000–4000,1.0–3.0,USD10279–13442 (24-month capped GP proxy),2.6–13.4,1.8–9.3,16,76,152,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,Europe,Business,EUR1200,EUR12960,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,EUR599 professional baseline; mixed ARPU UNKNOWN,65–85,USD1000–4000,1.0–3.0,USD10279–13442 (24-month capped GP proxy),2.6–13.4,1.8–9.3,16,76,152,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,Europe,Enterprise,EUR2400,EUR25920,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,EUR599 professional baseline; mixed ARPU UNKNOWN,65–85,USD1000–4000,1.0–3.0,USD10279–13442 (24-month capped GP proxy),2.6–13.4,1.8–9.3,16,76,152,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,Europe,High-ticket / custom,EUR3590,EUR38772,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,EUR599 professional baseline; mixed ARPU UNKNOWN,65–85,USD1000–4000,1.0–3.0,USD10279–13442 (24-month capped GP proxy),2.6–13.4,1.8–9.3,16,76,152,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,USA / International,Free strategy,No ongoing free plan / sandbox only,N/A,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,USD799 professional baseline; mixed ARPU UNKNOWN,65–85,USD1000–4000,1.0–3.0,USD12464–16300 (24-month capped GP proxy),3.1–16.3,1.5–7.7,13,63,126,LOW — all economics modeled,"ASSUMPTION: No permanent free production plan; redacted-data audit; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,USA / International,Trial strategy,No ongoing free plan / sandbox only,N/A,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,USD799 professional baseline; mixed ARPU UNKNOWN,65–85,USD1000–4000,1.0–3.0,USD12464–16300 (24-month capped GP proxy),3.1–16.3,1.5–7.7,13,63,126,LOW — all economics modeled,"ASSUMPTION: 14-day sandbox;30-day paid concierge pilot at Pro; no fake free delivery; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,USA / International,Starter,USD480,USD5184,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,USD799 professional baseline; mixed ARPU UNKNOWN,65–85,USD1000–4000,1.0–3.0,USD12464–16300 (24-month capped GP proxy),3.1–16.3,1.5–7.7,13,63,126,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,USA / International,Professional,USD799,USD8629,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,USD799 professional baseline; mixed ARPU UNKNOWN,65–85,USD1000–4000,1.0–3.0,USD12464–16300 (24-month capped GP proxy),3.1–16.3,1.5–7.7,13,63,126,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,USA / International,Business,USD1600,USD17280,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,USD799 professional baseline; mixed ARPU UNKNOWN,65–85,USD1000–4000,1.0–3.0,USD12464–16300 (24-month capped GP proxy),3.1–16.3,1.5–7.7,13,63,126,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,USA / International,Enterprise,USD3200,USD34560,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,USD799 professional baseline; mixed ARPU UNKNOWN,65–85,USD1000–4000,1.0–3.0,USD12464–16300 (24-month capped GP proxy),3.1–16.3,1.5–7.7,13,63,126,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-006,USA / International,High-ticket / custom,USD4790,USD51732,Engineering/IT suppliers; 20–150 staff; 2+ bids/month,USD799 professional baseline; mixed ARPU UNKNOWN,65–85,USD1000–4000,1.0–3.0,USD12464–16300 (24-month capped GP proxy),3.1–16.3,1.5–7.7,13,63,126,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-007,Morocco,Free strategy,No ongoing free plan / sandbox only,N/A,Retainer agencies; 10–50 staff; 15+ active retainers,MAD1800 professional baseline; mixed ARPU UNKNOWN,80–90,USD250–900,1.5–4.0,USD3456–3888 (24-month capped GP proxy),3.8–15.6,1.5–6.2,56,278,556,LOW — all economics modeled,"ASSUMPTION: No permanent free production plan; redacted-data audit; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-007,Morocco,Trial strategy,No ongoing free plan / sandbox only,N/A,Retainer agencies; 10–50 staff; 15+ active retainers,MAD1800 professional baseline; mixed ARPU UNKNOWN,80–90,USD250–900,1.5–4.0,USD3456–3888 (24-month capped GP proxy),3.8–15.6,1.5–6.2,56,278,556,LOW — all economics modeled,"ASSUMPTION: 14-day sandbox;30-day paid concierge pilot at Pro; no fake free delivery; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-007,Morocco,Starter,MAD1080,MAD11664,Retainer agencies; 10–50 staff; 15+ active retainers,MAD1800 professional baseline; mixed ARPU UNKNOWN,80–90,USD250–900,1.5–4.0,USD3456–3888 (24-month capped GP proxy),3.8–15.6,1.5–6.2,56,278,556,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-007,Morocco,Professional,MAD1800,MAD19440,Retainer agencies; 10–50 staff; 15+ active retainers,MAD1800 professional baseline; mixed ARPU UNKNOWN,80–90,USD250–900,1.5–4.0,USD3456–3888 (24-month capped GP proxy),3.8–15.6,1.5–6.2,56,278,556,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-007,Morocco,Business,MAD3600,MAD38880,Retainer agencies; 10–50 staff; 15+ active retainers,MAD1800 professional baseline; mixed ARPU UNKNOWN,80–90,USD250–900,1.5–4.0,USD3456–3888 (24-month capped GP proxy),3.8–15.6,1.5–6.2,56,278,556,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-007,Morocco,Enterprise,MAD7200,MAD77760,Retainer agencies; 10–50 staff; 15+ active retainers,MAD1800 professional baseline; mixed ARPU UNKNOWN,80–90,USD250–900,1.5–4.0,USD3456–3888 (24-month capped GP proxy),3.8–15.6,1.5–6.2,56,278,556,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-007,Morocco,High-ticket / custom,MAD10800,MAD116640,Retainer agencies; 10–50 staff; 15+ active retainers,MAD1800 professional baseline; mixed ARPU UNKNOWN,80–90,USD250–900,1.5–4.0,USD3456–3888 (24-month capped GP proxy),3.8–15.6,1.5–6.2,56,278,556,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-007,Europe,Free strategy,No ongoing free plan / sandbox only,N/A,Retainer agencies; 10–50 staff; 15+ active retainers,EUR199 professional baseline; mixed ARPU UNKNOWN,80–90,USD300–1200,1.5–4.0,USD4203–4728 (24-month capped GP proxy),3.5–15.8,1.5–6.9,46,229,457,LOW — all economics modeled,"ASSUMPTION: No permanent free production plan; redacted-data audit; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-007,Europe,Trial strategy,No ongoing free plan / sandbox only,N/A,Retainer agencies; 10–50 staff; 15+ active retainers,EUR199 professional baseline; mixed ARPU UNKNOWN,80–90,USD300–1200,1.5–4.0,USD4203–4728 (24-month capped GP proxy),3.5–15.8,1.5–6.9,46,229,457,LOW — all economics modeled,"ASSUMPTION: 14-day sandbox;30-day paid concierge pilot at Pro; no fake free delivery; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-007,Europe,Starter,EUR120,EUR1296,Retainer agencies; 10–50 staff; 15+ active retainers,EUR199 professional baseline; mixed ARPU UNKNOWN,80–90,USD300–1200,1.5–4.0,USD4203–4728 (24-month capped GP proxy),3.5–15.8,1.5–6.9,46,229,457,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-007,Europe,Professional,EUR199,EUR2149,Retainer agencies; 10–50 staff; 15+ active retainers,EUR199 professional baseline; mixed ARPU UNKNOWN,80–90,USD300–1200,1.5–4.0,USD4203–4728 (24-month capped GP proxy),3.5–15.8,1.5–6.9,46,229,457,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-007,Europe,Business,EUR400,EUR4320,Retainer agencies; 10–50 staff; 15+ active retainers,EUR199 professional baseline; mixed ARPU UNKNOWN,80–90,USD300–1200,1.5–4.0,USD4203–4728 (24-month capped GP proxy),3.5–15.8,1.5–6.9,46,229,457,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-007,Europe,Enterprise,EUR800,EUR8640,Retainer agencies; 10–50 staff; 15+ active retainers,EUR199 professional baseline; mixed ARPU UNKNOWN,80–90,USD300–1200,1.5–4.0,USD4203–4728 (24-month capped GP proxy),3.5–15.8,1.5–6.9,46,229,457,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-007,Europe,High-ticket / custom,EUR1190,EUR12852,Retainer agencies; 10–50 staff; 15+ active retainers,EUR199 professional baseline; mixed ARPU UNKNOWN,80–90,USD300–1200,1.5–4.0,USD4203–4728 (24-month capped GP proxy),3.5–15.8,1.5–6.9,46,229,457,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-007,USA / International,Free strategy,No ongoing free plan / sandbox only,N/A,Retainer agencies; 10–50 staff; 15+ active retainers,USD249 professional baseline; mixed ARPU UNKNOWN,80–90,USD300–1200,1.5–4.0,USD4781–5378 (24-month capped GP proxy),4.0–17.9,1.3–6.0,41,201,402,LOW — all economics modeled,"ASSUMPTION: No permanent free production plan; redacted-data audit; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-007,USA / International,Trial strategy,No ongoing free plan / sandbox only,N/A,Retainer agencies; 10–50 staff; 15+ active retainers,USD249 professional baseline; mixed ARPU UNKNOWN,80–90,USD300–1200,1.5–4.0,USD4781–5378 (24-month capped GP proxy),4.0–17.9,1.3–6.0,41,201,402,LOW — all economics modeled,"ASSUMPTION: 14-day sandbox;30-day paid concierge pilot at Pro; no fake free delivery; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-007,USA / International,Starter,USD150,USD1620,Retainer agencies; 10–50 staff; 15+ active retainers,USD249 professional baseline; mixed ARPU UNKNOWN,80–90,USD300–1200,1.5–4.0,USD4781–5378 (24-month capped GP proxy),4.0–17.9,1.3–6.0,41,201,402,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-007,USA / International,Professional,USD249,USD2689,Retainer agencies; 10–50 staff; 15+ active retainers,USD249 professional baseline; mixed ARPU UNKNOWN,80–90,USD300–1200,1.5–4.0,USD4781–5378 (24-month capped GP proxy),4.0–17.9,1.3–6.0,41,201,402,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
